slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
795	blunt..of.edge:to.be	379	BLUNT	to be blunt (of edge)	blunt	ʙʟᴜɴᴛ	5			To have an edge or a point that is not sharp or cutting.	鈍い	नुकीला		鈍	တုံးသည်			
796	blunt..of.point:to.be	379	BLUNT	to be blunt (of point)	blunt	ʙʟᴜɴᴛ	5			To speak in a direct and plain manner, without trying to be polite or subtle.	単刀直入に言う			直言不諱			to be blunt	
532	boat	1844	BOAT	boat	boat	ʙᴏᴀᴛ	5			A watercraft used for traveling or transporting goods on a lake, river, or ocean.	船	जहाज		船	လှေ		boat	boat
366	body	1480	BODY	body	body	ʙᴏᴅʏ	4		body parts	The physical structure of a human or animal, including all its parts and organs.	からだ	शरीर		身體	ခန္ဓာကိုယ်		body	
277	boil..liquid:to	792	BOIL (OF LIQUID)	to boil (liquid)	boil	ʙᴏɪʟ	3			To heat a liquid until it reaches a temperature where bubbles form and it begins to bubble rapidly.	煮る	उबालना		煮沸	ဆူသည်			cook/boil
44	bone	1394	BONE	bone	bone	ʙᴏɴᴇ	2		body parts	The hard, white, or yellowish structure that forms the skeleton inside a living body.	骨	हड्डी		骨頭	အရိုး		bone	bone
113	bone.marrow	1835	MARROW	bone marrow	bone.marrow	ʙᴏɴᴇ.ᴍᴀʀʀᴏᴡ	3		body parts	The soft, fatty or spongy substance found inside the center of a bone.	骨髄	हड्डी का मज्जा		骨髓	ရိုးတွင်းခြင်ဆီ			marrow
234	born:to.be	1090	BE BORN	to be born	born	ʙᴏʀɴ	3			To come out from the mother's body into the world.	生まれる	जन्म लेना		出生	မွေးဖွားသည်		(be) born	be born
367	bos.frontalis..mithun:::	–	–	Bos frontalis (mithun)	mithun	ᴍɪᴛʜᴜɴ	4		fauna	A large, heavy-bodied bovine that is often domesticated and used for ritual purposes, resembling a cross between a cow and a wild bison.	ミトゥン			密吞牛				
533	bos.gaurus..gaur:::	–	–	Bos gaurus (gaur)	gaur	ɢᴀᴜʀ	5		fauna	A large, dark-colored wild bovine with a muscular build and a prominent ridge on its back, larger than a domestic cow.	ガウル	गौर		印度牛	ပျဉ်းနွား			
114	bow	994	BOW	bow	bow	ʙᴏᴡ	3	this should be split between bow and crossbow probably.		"Since the prompt asks for a split between ""bow"" and ""crossbow,"" I will provide two separate definitions. **For the weapon used for shooting arrows:** A weapon consisting of a flexible piece of wood or material that is bent into a curve and used to launch an arrow by pulling a string. **For the weapon that uses a mechanical trigger mechanism:** A weapon used for shooting arrows that uses a mechanical device to hold and release the tension of the string."	弓	धनुष		弓	လေး		bow	bow
842	bow:to	–	–	to bow	bow	ʙᴏᴡ	5			To bend the upper body forward from the waist as a sign of respect, greeting, or submission.	お辞儀をする	झुकना		鞠躬	ဦးညွှတ်သည်			
381	bow.:crossbow	3193	CROSSBOW	crossbow	crossbow	ᴄʀᴏꜱꜱʙᴏᴡ	4			A weapon that shoots a projectile by using a flexible bow mounted on a stock, which is pulled back and held by a mechanism.	弩			弩	ဒူးလေး		crossbow	
534	bowl	1530	BOWL	bowl	bowl	ʙᴏᴡʟ	5			A deep, round container used for holding food or liquid.	鉢	कटोरा		碗	ပန်းကန်လုံး		bowl	
368	bracelet	1754	BRACELET	bracelet	bracelet	ʙʀᴀᴄᴇʟᴇᴛ	4			A piece of jewelry worn around the wrist.	ブレスレット	बांगड़ी		手鏈	လက်ကောက်		bracelet	
115	brain	1583	BRAIN	brain	brain	ʙʀᴀɪɴ	3		body parts	The organ inside the skull that controls thought, memory, and movement.	脳	मस्तिष्क		大腦	ဦးနှောက်		brain	brain
461	break..something:to	3020	BREAK (BREAKING)	to break (something)	break	ʙʀᴇᴀᴋ	4			To cause a solid object to separate into two or more pieces, often by applying force or impact.	壊す	तोड़ना		打破	ချိုးသည်			
117	breast	1402	BREAST	breast	breast	ʙʀᴇᴀꜱᴛ	3		body parts	The soft part of the chest on a human, used for producing milk for a baby.	乳房	स्तन		乳房	ရင်သား		breast	vagina or breast/milk
843	breathe:to	1407	BREATHE	to breathe	breathe	ʙʀᴇᴀᴛʜᴇ	5			To move air in and out of the lungs through the nose or mouth.	呼吸する	सांस लेना		呼吸	အသက်ရှူသည်		to breathe	
4	bridge	1011	BRIDGE	bridge	bridge	ʙʀɪᴅɢᴇ	1			A structure built over a river, road, or gap to allow people or vehicles to cross from one side to the other.	橋	पुल		橋	တံတား		bridge	
797	bright:to.be	679	BRIGHT	to be bright	bright	ʙʀɪɢʜᴛ	5			To emit or reflect a lot of light, such as the sun or a lamp, making things easy to see.	明るい	चमकीला		明亮	တောက်ပသည်		light	
462	bring:to	692	BRING	to bring	bring	ʙʀɪɴɢ	4			To carry or move an object or person from one place toward the speaker or the current location.	持って来る	लाना		帶來	သယ်ဆောင်လာသည်			
535	broom	245	BROOM	broom	broom	ʙʀᴏᴏᴍ	5			A tool consisting of a handle with bristles or fibers at one end, used for sweeping floors or surfaces.	ほうき	झाड़ू		掃帚	တံမြက်စည်း		broom	
394	brother:elder	1759	OLDER BROTHER	elder brother	elder.brother	ᴇʟᴅᴇʀ.ʙʀᴏᴛʜᴇʀ	4		kinship	A male sibling who was born before the speaker.	兄	भाई		哥哥	အစ်ကို			
1003	brother:younger	1760	YOUNGER BROTHER	younger brother	younger.brother	ʏᴏᴜɴɢᴇʀ.ʙʀᴏᴛʜᴇʀ	5		kinship	A male sibling who was born after the speaker or after another person.	弟	भाई		弟弟	ညီ			
369	bubalus.bubalis..water.buffalo:::	2516	WATER BUFFALO	Bubalus bubalis (water buffalo)	water.buffalo	ᴡᴀᴛᴇʀ.ʙᴜꜰꜰᴀʟᴏ	4		fauna	A large, heavy bovine animal with dark skin and often large, curved horns that lives in or near water and is used for pulling heavy loads.	水牛			水牛				
537	bundle	2943	BUNDLE	bundle	bundle	ʙᴜɴᴅʟᴇ	5			A collection of objects tied or wrapped together as a single unit.	束	बट्टा		一捆	အထုပ်		bundle (n)	
278	burn..intransitive:to	2102	BURN	to burn (intransitive)	burn	ʙᴜʀɴ	3			To undergo a process of combustion or to be consumed by fire.	燃える	जलाना		燒著（自己燒）	လောင်သည်		burn (intr), blaze	burn
844	burrow:to	–	–	to burrow	burrow	ʙᴜʀʀᴏᴡ	5			To dig a hole or a tunnel in the ground, often for a dwelling or a place to hide.	穴を掘る	खोदना		挖掘	တွင်းတူးသည်			
463	bury..deceased:to			to bury (deceased)	bury	ʙᴜʀʏ	4			To place a dead person in a hole in the ground or a grave.	埋葬する			埋葬（死者）	မြေမြှုပ်သင်္ဂြိုဟ်သည်			
464	bury..object:to	1719	BURY	to bury (object)	bury	ʙᴜʀʏ	4			To place a person or an object into a hole in the ground and cover it with soil.	埋める	दफ़नाना		埋	မြေ၌မြှုပ်သည်		to bury (a corpse)	
538	butterfly	1791	BUTTERFLY	butterfly	butterfly	ʙᴜᴛᴛᴇʀꜰʟʏ	5		fauna	A flying insect with large, often brightly colored wings that is not a moth.	蝶	तितली		蝴蝶	လိပ်ပြာ		butterfly	
279	buy:to	1869	BUY	to buy	buy	ʙᴜʏ	3			To give money to someone in exchange for an object or a service.	買う	ख़रीदना		買	ဝယ်သည်		but	buy
370	cane..rattan	2497	RATTAN	cane (rattan)	cane	ᴄᴀɴᴇ	4		flora	A long, slender, and flexible stem of a climbing palm used for making furniture or baskets.	籐	साँई		藤條	ကြိမ်		cane/rattan	
845	carry..general:to	700	CARRY	to carry (general)	carry	ᴄᴀʀʀʏ	5			To move something or someone from one place to another while holding it or supporting its weight.	運ぶ	उठाना		搬運	သယ်ဆောင်သည်			
846	carry..in.arms:to	–	–	to carry (in arms)	carry	ᴄᴀʀʀʏ	5			To hold a person or an object against one's chest or in one's arms and move with them.	抱える			抱				
847	carry..in.hand:to	412	CARRY IN HAND	to carry (in hand)	carry	ᴄᴀʀʀʏ	5			To hold an object in one's hand or hands and move it from one place to another.	手に持つ			手提			carry (in arms)	
848	carry..in.pocket:to			to carry (in pocket)	carry	ᴄᴀʀʀʏ	5			To have an object inside a piece of clothing, such as trousers or a jacket, so that it can be moved with the person.	持ち歩く			揣				
280	carry..on.back:to	465	CARRY ON BACK	to carry (on back)	carry	ᴄᴀʀʀʏ	3			To transport an object or a person by placing it on one's back and supporting it with the body or a strap.	背負う			背				
849	carry..on.head:to	414	CARRY ON HEAD	to carry (on head)	carry	ᴄᴀʀʀʏ	5			To transport an object by placing it on top of the head and supporting it with the neck or hands.	頭に載せて運ぶ			頂			carry on head	
850	carry..on.pole:to	3438	CARRY (WITH POLE ON SHOULDER)	to carry (on pole)	carry	ᴄᴀʀʀʏ	5			To transport one or more items by balancing them on a long, slender piece of wood resting across the shoulders.	棒に担ぐ			挑				
851	carry..on.shoulder:to	413	CARRY ON SHOULDER	to carry (on shoulder)	carry	ᴄᴀʀʀʏ	5			To transport an object by resting its weight on one's shoulder.	担ぐ			扛				
852	carry..under.arm:to	415	CARRY UNDER ARM	to carry (under arm)	carry	ᴄᴀʀʀʏ	5			To hold an object closely against the side of the body, tucked between the torso and the upper arm.	脇に抱える			夾在腋下				
853	carve:to	228	CARVE	to carve	carve	ᴄᴀʀᴠᴇ	5			To cut or shape a piece of wood, stone, or other hard material into a specific form or design using a sharp tool.	彫る	उकीरना		雕刻	ထွင်းသည်		carve	
540	cat..domestic	1208	CAT	cat (domestic)	cat	ᴄᴀᴛ	5		fauna	A small domesticated carnivorous mammal often kept as a pet.	猫	बिल्ली		貓	ကြောင်		cat	
371	cattle..domestic	1153	CATTLE	cattle (domestic)	cattle	ᴄᴀᴛᴛʟᴇ	4		fauna	A large domesticated bovine animal kept on a farm for milk, meat, or work.	牛	गाय		家牛	နွား			
372	cave	1155	CAVE	cave	cave	ᴄᴀᴠᴇ	4			A large natural underground space, often found in rocks or mountains, that is open to the surface.	洞窟	गुफा		山洞	ဂူ		cave (natural)	
541	centre..middle	–	–	centre (middle)	centre	ᴄᴇɴᴛʀᴇ	5			The middle point or part of something, equidistant from all edges or boundaries.	中心	मध्य		中心	အလယ်			
542	charcoal	1188	CHARCOAL	charcoal	charcoal	ᴄʜᴀʀᴄᴏᴀʟ	5			A black, hard substance made by burning wood in a space with very little air.	炭	अंगारे		炭	မီးသွေး		charcoal	
373	cheek	1730	CHEEK	cheek	cheek	ᴄʜᴇᴇᴋ	4		body parts	The fleshy part of the face on either side of the nose and below the eyes.	頬			臉頰	ပါး		cheek	
374	chest	1592	CHEST	chest	chest	ᴄʜᴇꜱᴛ	4		body parts	The upper front part of the human body, located between the neck and the abdomen, containing the heart and lungs.	胸	छाती		胸部	ရင်ဘတ်		chest	
465	chew:to	321	CHEW	to chew	chew	ᴄʜᴇᴡ	4			To use the teeth to crush or grind food into smaller pieces in the mouth before swallowing.	噛む	चबाना		咀嚼	ဝါးသည်		chew	
543	chicken	1318	CHICKEN	chicken	chicken	ᴄʜɪᴄᴋᴇɴ	5		fauna	A common domestic bird kept for its eggs or meat.	鶏	मुर्गा		雞	ကြက်		chicken	
118	child..general	2099	CHILD	child (general)	child	ᴄʜɪʟᴅ	3			A young human being, typically from birth until the onset of adulthood.	こども	बच्चा		兒童	ကလေး			child/son
46	chili.pepper	919	CHILI PEPPER	chili pepper	chili.pepper	ᴄʜɪʟɪ.ᴘᴇᴘᴘᴇʀ	2		flora	A small, often spicy fruit from a plant used in cooking to add heat to food.	唐辛子	मिर्च		辣椒	ငရုတ်သီး		red pepper	
375	chin	1510	CHIN	chin	chin	ᴄʜɪɴ	4			The part of the face below the mouth and above the neck.	顎	ठुड्डी		下巴	မေးစေ့		chin	
544	chisel..n	1979	CHISEL	chisel (n)	chisel	ᴄʜɪꜱᴇʟ	5			A tool with a sharp metal blade used for carving or cutting away pieces of wood, stone, or metal.	鑿	छेनी		鑿子	ဆောက်		chisel (n)	
855	choose..between.things:to	1750	CHOOSE	to choose (between things)	choose	ᴄʜᴏᴏꜱᴇ	5			To select or pick one thing out of two or more possibilities.	選ぶ	चुनना		選擇	ရွေးချယ်သည်			
545	cicada	2353	CICADA	cicada	cicada	ᴄɪᴄᴀᴅᴀ	5		fauna	An insect that lives in trees or bushes and makes a loud, buzzing sound by vibrating its wings or abdomen.	蝉	तिड्डी		蟬	ပုစဉ်းရင်ကွဲ			
546	civet.cat	3157	CIVET	civet cat	civet.cat	ᴄɪᴠᴇᴛ.ᴄᴀᴛ	5			A small, nocturnal mammal with a strong scent produced by glands on its body, often found in forests and known for eating fruit.	ジャコウネコ	जंगली बिल्ली		狸貓				
119	claw..animal	72	CLAW	claw (animal)	claw	ᴄʟᴀᴡ	3		body parts	A sharp, curved nail on the foot of an animal, such as a bird, a cat, or a bear.	動物の爪	पंजा		爪子	ခြေသည်း		claw	nail/claw
547	clay	1399	CLAY	clay	clay	ᴄʟᴀʏ	5			A fine-grained, heavy earth or soil that is sticky when wet and can be shaped into objects.	粘土	मिट्टी		黏土	ရွှံ့		clay	
856	clean:to	2235	CLEAN (SOMETHING)	to clean	clean	ᴄʟᴇᴀɴ	5			To remove dirt, dust, or impurities from an object or a surface.	掃除する	साफ़ करना		清潔	သန့်ရှင်းအောင်လုပ်သည်			
799	clear..in.meaning:to.be	–	–	to be clear (in meaning)	clear	ᴄʟᴇᴀʀ	5			To be easy to understand or unambiguous, such that there is no confusion about the intended message.	明快である	स्पष्ट होना		清晰	ရှင်းလင်းသည်			
466	close..tr:to	–	–	to close (tr)	close	ᴄʟᴏꜱᴇ	4			To move a door, a window, or a lid so that an opening is no longer accessible.	閉める	बंद करना		關閉	ပိတ်သည်			
376	cloth	1616	CLOTH	cloth	cloth	ᴄʟᴏᴛʜ	4			A piece of flexible material made by weaving or knitting fibers together, used for making clothes or other items.	布	कपड़ा		布料	အထည်		cloth	
47	cloud..rain	1489	CLOUD	cloud (rain)	cloud	ᴄʟᴏᴜᴅ	2			A visible mass of water droplets or ice crystals suspended in the atmosphere, often associated with rain or weather changes.	雲	बादल		雲	တိမ်တိုက်		cloud (rain)	cloud
549	cockroach	1575	COCKROACH	cockroach	cockroach	ᴄᴏᴄᴋʀᴏᴀᴄʜ	5		fauna	A common, flat-bodied insect that is often found in dark, damp places or near human dwellings.	ゴキブリ	तिलचट्टा		蟑螂	ပိုးဟပ်		cockroach	
857	coddle:to	–	–	to coddle	coddle	ᴄᴏᴅᴅʟᴇ	5			To treat someone, especially a child, with excessive care, indulgence, or overprotection.	過保護にする	आदर करना		嬌慣	တယုတယထားသည်			
235	cold..of.items:to.be	1287	COLD	to be cold (of items)	cold	ᴄᴏʟᴅ	3			To have a low temperature, rather than a person feeling a sensation of low temperature.	冷たい	ठंडा होना		寒冷	အေးသည်		to be cool (water)	cold
236	cold..of.weather:to.be	2483	COLD (OF WEATHER)	to be cold (of weather)	cold	ᴄᴏʟᴅ	3			To describe a low temperature in the air or the surrounding environment.	寒い	ठंडा मौसम		寒冷的天氣	ချမ်းသည်		cold weather [cold season]	
21	colour.:black:to.be	163	BLACK	to be black	black	ʙʟᴀᴄᴋ	1			To have a color that is the darkest possible, such as the color of coal or night.	黒い	काला		黑	မည်းသည်		black	black
798	colour.:brown:to.be			to be brown	brown	ʙʀᴏᴡɴ	5			To have a color that is like that of soil, wood, or dark chocolate.	茶色い			棕色				
241	colour.:green:to.be	1425	GREEN	to be green	green	ɢʀᴇᴇɴ	3		statives	To have the color of grass, leaves, or emeralds.	緑の	हरा		綠色	စိမ်းသည်		green	
