slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
1145	announcement			announcement	announcement	ᴀɴɴᴏᴜɴᴄᴇᴍᴇɴᴛ	7			A formal or public statement that provides information or news to a group of people.	発表			公告				
1077	annoy:to	2892	MAKE ANGRY (ANNOY)	to annoy	annoy	ᴀɴɴᴏʏ	6			To cause someone to feel irritation, impatience, or slight anger.	いらだたせる			惹惱	စိတ်အနှောင့်အယှက်ဖြစ်စေသည်			
1019	annually			annually	annually	ᴀɴɴᴜᴀʟʟʏ	6			A period of one year, or an event that happens once every year.	毎年			年度				
920	answer.:respond:to	1275	ANSWER	to respond	respond	ʀᴇꜱᴘᴏɴᴅ	5			To give a spoken or written reply to a question, a statement, or a call.	応じる			回應				
784	answer..question:to	1275	ANSWER	to answer (question)	answer	ᴀɴꜱᴡᴇʀ	5			To provide a spoken or written response to a question or a statement.	答える	जवाब देना	উত্তৰ দিব	回答（問題）	ဖြေသည်			
513	ant::hill	1873	ANTHILL	anthill	anthill	ᴀɴᴛʜɪʟʟ	5			A mound of earth or sand constructed by a colony of social insects, such as ants.	蟻塚	चींटी का ढेर	হুঁটুলঘৰ	蟻丘	ပုရွက်ဆိတ်ကုန်း			
1194	ant:black			black ant	black.ant	ʙʟᴀᴄᴋ.ᴀɴᴛ	7			A small insect that is black in color and lives in a colony.	黒い蟻			黑蟻				
1023	ant:flying			flying ant	flying.ant	ꜰʟʏɪɴɢ.ᴀɴᴛ	6			An insect with wings that belongs to the same species as a common worker ant, often seen during swarming seasons.	羽アリ			有翅蟻				
1821	ant:red			red ant	red.ant	ʀᴇᴅ.ᴀɴᴛ	7			A small insect that is often reddish in color and can sting or bite.	赤アリ			紅蟻				
1910	ant:soldier			soldier ant	soldier.ant	ꜱᴏʟᴅɪᴇʀ.ᴀɴᴛ	7			An ant that is larger than others in its colony and serves to defend the nest.	兵蟻			兵蟻				
220	ant.:termite	883	TERMITE	termite	termite	ᴛᴇʀᴍɪᴛᴇ	3		fauna	A small, social insect that eats wood and can damage buildings or trees.	シロアリ	दीमक	হুঁটুল	白蟻	ခြကောင်		termite	
39	ant..general	587	ANT	ant (general)	ant	ᴀɴᴛ	2			A small insect that lives in a colony or nest, often working together to move food.	蟻	चींटी	পিঁপিলিকা	螞蟻	ပုရွက်ဆိတ်		ant	ant
1146	ant..large.type	587	ANT	ant (large type)	ant	ᴀɴᴛ	7			A large insect from the family Formicidae, typically larger than the common small variety.	大アリ			大蟻				
1147	antenna..of.insect			antenna (of insect)	antenna	ᴀɴᴛᴇɴɴᴀ	7			An elongated, sensory organ located on the head of an insect.	触角			觸角				
1148	antlion			antlion	antlion	ᴀɴᴛʟɪᴏɴ	7			An insect larva that lives in a funnel-shaped pit of sand and eats small insects.	ウスバカゲロウの幼虫			蟻獅				
1149	anus	1935	ANUS	anus	anus	ᴀɴᴜꜱ	7			The opening at the end of the digestive tract through which waste leaves the body.	肛門			肛門	စအို			
1150	anvil	1648	ANVIL	anvil	anvil	ᴀɴᴠɪʟ	7			A heavy, solid block of metal used by a blacksmith as a surface for shaping hot metal by striking it with a hammer.	金敷			鐵砧				
791	anxious:to.be	3869	ANXIOUS	to be anxious	anxious	ᴀɴxɪᴏᴜꜱ	5			To feel nervous, worried, or uneasy about something that might happen.	不安になる	चिंतित होना	উদাসীন থাকিব	焦慮	စိတ်ပူသည်			
785	apologise:to	–	–	to apologise	apologise	ᴀᴘᴏʟᴏɢɪꜱᴇ	5			To express regret or ask for forgiveness after doing something wrong or causing offense.	謝る	माफ़ करना		對不起	တောင်းပန်သည်			
786	appear:to	–	–	to appear	appear	ᴀᴘᴘᴇᴀʀ	5			To become visible or to come into sight from a state of being hidden or absent.	現れる	दिखाई देना	দৃষ্টা পোৱা	出現	ပေါ်လာသည်			
1078	appear..like:to	1777	RESEMBLE	to appear (like)	appear	ᴀᴘᴘᴇᴀʀ	6			To look like or resemble someone or something else.	～のように見える			像				
2011	appease:to			to appease	appease	ᴀᴘᴘᴇᴀꜱᴇ	7			To make someone calm or less angry, often by giving them something they want or by performing a specific action.	なだめる			安撫	ဖြေဖျောက်သည်			
1151	apple..wild	1320	APPLE	apple (wild)	apple	ᴀᴘᴘʟᴇ	7			A small, edible fruit that grows on a tree in the wild, often considered more sour or bitter than a cultivated variety.	山林檎			野蘋果				
1079	apply..ointment:to	3650	APPLY (OINTMENT)	to apply (ointment)	apply	ᴀᴘᴘʟʏ	6			To spread a substance, such as a cream, oil, or medicine, onto the skin of the body.	薬を塗る			塗藥	လူးသည်			
1080	approach:to	1778	APPROACH	to approach	approach	ᴀᴘᴘʀᴏᴀᴄʜ	6			To move closer to a person, place, or thing in space or time.	近づく			靠近	ချဉ်းကပ်သည်			
514	area.under.house	2632	AREA UNDER HOUSE	area under house	area.under.house	ᴀʀᴇᴀ.ᴜɴᴅᴇʀ.ʜᴏᴜꜱᴇ	5			The ground or floor space located directly beneath a building or dwelling.	床下			屋下空間	အိမ်အောက်		area under house	
515	areca.nut	217	BETELNUT	areca nut	areca.nut	ᴀʀᴇᴄᴀ.ɴᴜᴛ	5	Concepticon has both BETEL NUTE and BETELNUT. This is marked as absent in Concepticon since betel is a different species, and the inconsistent labels in Concepticon create ambiguity.	flora	The seed of the Areca palm, often chewed with lime or betel leaf.	キンマ	सुपारी	তামুল	檳榔	ကွမ်းသီး			
2012	argue..debate:to			to argue (debate)	argue	ᴀʀɢᴜᴇ	7			To engage in a formal discussion or exchange of opposing views on a specific topic.	討論する			辯論	ငြင်းခုံသည်			
1081	argue..quarrel:to	3302	QUARREL (VERB)	to argue (quarrel)	argue	ᴀʀɢᴜᴇ	6			To engage in a verbal dispute or a heated disagreement between people.	喧嘩する			吵架	စကားများသည်			
1152	argument	1848	QUARREL	argument	argument	ᴀʀɢᴜᴍᴇɴᴛ	7			A verbal disagreement or dispute between people, often involving shouting or conflicting opinions.	口論			爭吵	စကားများခြင်း			
1082	arise..from.bed:to	1512	RISE (ONESELF)	to arise (from bed)	arise	ᴀʀɪꜱᴇ	6			To move from a lying or sleeping position to a standing or sitting position.	起きる			起床				
359	arm::pit	1886	ARMPIT	armpit	armpit	ᴀʀᴍᴘɪᴛ	4		body parts	The area of the body located under the upper part of the arm where it joins the shoulder and the torso.	わきの下	बगल	কখেলা	腋窩	ချိုင်း		armpit	
984	arm:upper	431	UPPER ARM	upper arm	upper.arm	ᴜᴘᴘᴇʀ.ᴀʀᴍ	5		body parts	The part of the limb between the shoulder and the elbow.	上腕	बांह की ऊपरी हिस्सा	ভুজা	上臂	လက်မောင်းရင်း			
393	arm.:elbow	981	ELBOW	elbow	elbow	ᴇʟʙᴏᴡ	4		body parts	The joint in the middle of the arm that allows it to bend and straighten.	ひじ	कोहनी	কুহুনি	肘部	တံတောင်ဆစ်		elbow	
635	arm.:elbow:inner	–	–	inner elbow	inner.elbow	ɪɴɴᴇʀ.ᴇʟʙᴏᴡ	5		body parts	The part of the arm located on the inside of the joint between the upper arm and the forearm.	肘の窪み	कोहनी का अंदरूंग		肘窩	တံတောင်ဆစ်အတွင်းဘက်			
1723	arm.:elbow:outer			outer elbow	outer.elbow	ᴏᴜᴛᴇʀ.ᴇʟʙᴏᴡ	7			The part of the arm on the outside of the joint, opposite to the part where the palm of the hand faces.	肘の裏			肘尖				
602	arm.:forearm	–	–	forearm	forearm	ꜰᴏʀᴇᴀʀᴍ	5		body parts	The part of the arm between the elbow and the wrist.	前腕	कलाई	কলাই	前臂	လက်ဖျံ			
431	arm.:shoulder	1482	SHOULDER	shoulder	shoulder	ꜱʜᴏᴜʟᴅᴇʀ	4		body parts	The part of the body where the arm connects to the torso.	肩	कंधा		肩膀	ပခုံး		shoulder	
1881	arm.:shoulder::blade	172	SHOULDERBLADE	shoulderblade	shoulderblade	ꜱʜᴏᴜʟᴅᴇʀʙʟᴀᴅᴇ	7			The flat, triangular bone located on the upper back, behind the armpit.	肩甲骨			肩胛骨				
1983	arm.:tendons	1137	TENDON	tendons	tendons	ᴛᴇɴᴅᴏɴꜱ	7			The tough, strong cords of tissue that connect a muscle to a bone.	腱（複数）			肌腱（多條）				
2709	arm.:ulnar.styloid.process			ulnar styloid process	ulnar.styloid.process	ᴜʟɴᴀʀ.ꜱᴛʏʟᴏɪᴅ.ᴘʀᴏᴄᴇꜱꜱ	7			The bony protrusion on the side of the wrist, located at the end of the bone on the pinky finger side.	尺骨茎状突起			尺骨莖突				
505	arm.:wrist	799	WRIST	wrist	wrist	ᴡʀɪꜱᴛ	4		body parts	The part of the arm that connects the hand to the rest of the limb.	手首	कलाई का जोड़ा	কলাই	手腕	လက်ကောက်ဝတ်		wrist	
2792	arm.:wrist.creases			wrist creases	wrist.creases	ᴡʀɪꜱᴛ.ᴄʀᴇᴀꜱᴇꜱ	7			The lines or folds of skin located on the part of the arm where it connects to the hand.	手首のシワ			手腕紋				
1	arm..upper.limb	2121	ARM OR HAND	arm (upper limb)	arm	ᴀʀᴍ	1		body parts	The entire upper limb of the human body, extending from the shoulder to the wrist.	腕	बांह	বাঁহ	手臂	လက်မောင်း			hand/arm
1153	army..armed.force	1561	ARMY	army (armed force)	army	ᴀʀᴍʏ	7			A large, organized group of people trained to fight in a war using weapons.	軍隊			軍隊				
2013	arrange:to	1568	ARRANGE	to arrange	arrange	ᴀʀʀᴀɴɢᴇ	7			To place objects in a specific order or a particular position.	並べる			排列	စီစဉ်သည်			
787	arrive:to	1387	ARRIVE	to arrive	arrive	ᴀʀʀɪᴠᴇ	5			To reach a destination or a specific place after traveling or moving.	着く	पहुंचना	আহা	到達	ရောက်လာသည်		arrive	
104	arrow	977	ARROW	arrow	arrow	ᴀʀʀᴏᴡ	3			A long, thin, pointed object that is shot through the air from a bow.	矢	तीर	বাণ	箭頭	မြား		head of arrow	arrow
1154	arrow::head			arrowhead	arrowhead	ᴀʀʀᴏᴡʜᴇᴀᴅ	7			A pointed object, often made of stone or metal, attached to the end of a shaft to be used as a weapon for hunting or fighting.	矢尻			箭鏃	မြားဦး			
1155	arum			arum	arum	ᴀʀᴜᴍ	7			A plant with a large, often heart-shaped leaf, typically belonging to the family Araceae and often used as a food source.	サトイモ			天南星				
226	ascend..move.up:to	705	GO UP (ASCEND)	to ascend (move up)	ascend	ᴀꜱᴄᴇɴᴅ	3			To move from a lower position to a higher one.	のぼる	चढ़ना		上升	တက်သွားသည်		ascend, go up	climb, ascend
40	ash	646	ASH	ash	ash	ᴀꜱʜ	2			The powdery residue left after a substance, such as wood or coal, has been burned.	灰	राख	বলি	灰燼	ပြာ			ashes
516	ash..bamboo	–	–	ash (bamboo)	ash	ᴀꜱʜ	5			The powdery substance left behind after a plant or piece of wood has been burned.	竹の灰			竹灰				
231	ashamed:to.be	1894	ASHAMED	to be ashamed	ashamed	ᴀꜱʜᴀᴍᴇᴅ	3			To feel a sense of guilt, embarrassment, or loss of face due to one's own actions or a social mistake.	恥じる			羞愧				ashamed
788	ask..question:to	1309	ASK (INQUIRE)	to ask (question)	ask	ᴀꜱᴋ	5			To express a desire for information or to seek an answer to a specific query.	黙る	पूछना	জানাইছো	請求	မေးသည်			
2014	assemble..of.people:to	3638	ASSEMBLE (GET TOGETHER)	to assemble (of people)	assemble	ᴀꜱꜱᴇᴍʙʟᴇ	7			To come together in one place as a group.	集まる			聚集	စုဝေးသည်			
1624	aunt..elder:maternal	3042	MATERNAL AUNT (MOTHER'S OLDER SISTER)	maternal aunt (elder)	maternal.aunt	ᴍᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			The sister of one's mother who is older than the mother.	母方の伯母			姨媽（母親的姐姐）				
1743	aunt..elder:paternal	3041	PATERNAL AUNT (FATHER'S OLDER SISTER)	paternal aunt (elder)	paternal.aunt	ᴘᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			The sister of one's father who is older than one's father.	伯母			姑母				
1157	aunt..general	1272	AUNT	aunt (general)	aunt	ᴀᴜɴᴛ	7			A female relative who is the sister of one's father or mother, or the wife of one's uncle.	おば			姑姨	အရီး			
1625	aunt..unspecified.age:maternal	2693	MATERNAL AUNT (MOTHER'S SISTER)	maternal aunt (unspecified age)	maternal.aunt	ᴍᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			A sister of one's mother.	母方のおば			姨母（母親的姐妹）				
1744	aunt..unspecified.age:paternal	2691	PATERNAL AUNT (FATHER'S SISTER)	paternal aunt (unspecified age)	paternal.aunt	ᴘᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			A female sibling of one's father.	父の姉妹			姑母（父親的姐妹）				
1626	aunt..younger:maternal	3043	MATERNAL AUNT (MOTHER'S YOUNGER SISTER)	maternal aunt (younger)	maternal.aunt	ᴍᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			A sister of one's mother who is younger than the mother.	母方の叔母（母より年下）			姨媽（母親的妹妹）				
1745	aunt..younger:paternal	2691	PATERNAL AUNT (FATHER'S SISTER)	paternal aunt (younger)	paternal.aunt	ᴘᴀᴛᴇʀɴᴀʟ.ᴀᴜɴᴛ	7			A female relative who is the sister of one's father, specifically one who is younger than the father.	叔母			姑姑（父親的妹妹）				
1158	autumn.season	1276	AUTUMN	autumn season	autumn.season	ᴀᴜᴛᴜᴍɴ.ꜱᴇᴀꜱᴏɴ	7			The season of the year between summer and winter, when leaves often change color and fall from trees.	秋			秋季				
2015	avoid..someone:to	3639	AVOID	to avoid (someone)	avoid	ᴀᴠᴏɪᴅ	7			To keep away from a person or stay at a distance from them to prevent an encounter.	避ける			躲避（某人）	ရှောင်သည်			
2023	awake:to.be	825	AWAKE	to be awake	awake	ᴀᴡᴀᴋᴇ	7			To be in a state of consciousness and not sleeping.	起きている			醒著				
227	awaken:to	1602	WAKE UP	to awaken	awaken	ᴀᴡᴀᴋᴇɴ	3			To stop sleeping and become conscious or alert.	目覚める	जागना	জাগা	醒來	နိုးသည်		wake up (intr)	awaken
105	axe..general	677	AXE	axe (general)	axe	ᴀxᴇ	3			A tool with a heavy metal blade used for chopping wood or splitting logs.	斧	कुल्हाड़ी	ফাঁস	斧頭	ပုဆိန်		axe	
360	back..of.body	1291	BACK	back (of body)	back	ʙᴀᴄᴋ	4		body parts	The posterior part of the human torso, extending from the neck to the waist.	背中	पीठ	পিছলৈ	背部	ကျောပြင်		back	
517	back..side.of.something	2323	BACK (PART)	back (side of something)	back	ʙᴀᴄᴋ	5			The side of a person or an object that is opposite the front.	後			背面	ကျောဘက်		back (of something)	
1161	backbone..spine	805	SPINE	backbone (spine)	backbone	ʙᴀᴄᴋʙᴏɴᴇ	7			The series of bones that runs down the center of the back and protects the spinal cord.	脊椎			脊椎	ကျောရိုး			
1162	backward..direction	2911	BACKWARD	backward (direction)	backward	ʙᴀᴄᴋᴡᴀʀᴅ	7			In a direction towards the rear or the back of a person or object.	後ろへ			向後	နောက်ပြန်			
439	bad:to.be	1292	BAD	to be bad	bad	ʙᴀᴅ	4			To be of poor quality, unpleasant, or not good.	悪い	बुरा होना	খৰাপ	不好	ဆိုးသည်		to be bad	
361	bag	2468	BAG	bag	bag	ʙᴀɢ	4			A container made of flexible material, such as cloth, leather, or plastic, used for carrying or storing things.	袋	थैला	থলতী	包	အိတ်		bag	
1163	bait	2013	BAIT	bait	bait	ʙᴀɪᴛ	7			Something used to attract or lure an animal into a trap or a hook.	餌			餌	ငါးစာ			
2016	bait:to			to bait	bait	ʙᴀɪᴛ	7			To place a small piece of food or a lure on a hook or inside a trap to attract and catch an animal.	餌を付ける			設餌				
209	bake..in.ashes:to	183	BAKE	to bake (in ashes)	bake	ʙᴀᴋᴇ	7			To cook food by placing it inside hot ashes or under hot embers.	灰で焼く			煨				
792	bald:to.be	1125	BALD	to be bald	bald	ʙᴀʟᴅ	5			To have little or no hair on the head.	禿頭	गंजा होना	উলোহ	禿頭	ခေါင်းပြောင်သည်		bald	
210	bale.out:to			to bale out	bale.out	ʙᴀʟᴇ.ᴏᴜᴛ	7			To remove water from a boat or a vessel by using a container or a small tool.	水を掻き出す			舀出船中積水				
211	ball	1845	BALL	ball	ball	ʙᴀʟʟ	7			A round object used in games or sports that can be kicked, thrown, or bounced.	ボール			球	ဘောလုံး			
41	bamboo	1927	BAMBOO	bamboo	bamboo	ʙᴀᴍʙᴏᴏ	2		flora	A tall, woody grass that grows in thick clumps and has hollow stems.	竹	बांस	ভেতি	竹子	ဝါး		bamboo plant (large)	bamboo
